"","chromosome","genesymbol","position","clustersize"
"442256","chr7","PVRIG",100244069,1
"442257","chr7",NA,100234768,1
"442258","chr7","STAG3L5P-PVRIG2P-PILRB",100336221,1
"442259","chr7","MEPCE",100428889,1
"442260","chr7","MEPCE",100433284,1
"442261","chr7","MEPCE",100433941,1
"442262","chr7","MEPCE",100434094,1
"442263","chr7","GNB2",100679144,2
"442264","chr7","TRIP6",100873439,1
"442269","chr7","ZNHIT1",101223532,1
"442272","chr7","CUX1",102097476,1
"442273","chr7",NA,102351594,1
"442274","chr7","LOC100630923",102407495,1
"442275","chr7","LOC124901715",102497824,2
"442276","chr7",NA,102497824,2
"442277","chr7",NA,102538313,1
"442278","chr7","SPDYE2",102563532,1
"442279","chr7","LOC124901714",102596989,2
"442280","chr7",NA,102596989,2
"442281","chr7",NA,102637421,1
"442282","chr7","LOC124901713",102691598,2
"442283","chr7","FAM185A",102788001,1
"442284","chr7","LOC105375434",103141886,1
"442285","chr7","PMPCB",103312330,5
"442376","chr7","PSMC2",103368131,8
"442384","chr7","LHFPL3",104670918,2
"442389","chr7","LHFPL3",104727763,1
"442399","chr7","LOC101927902",104970460,2
"442418","chr7",NA,106914823,1
"442419","chr7","DUS4L-BCAP29",107616590,1
"442422","chr7",NA,108511011,8066
"442438","chr7","RPL7P32",108510922,2
"443193","chr7","RPL7P32",108510898,2
"443842","chr7","ZNF277",112342897,3
"443845","chr7",NA,112351219,1
"443846","chr7","MDFIC",115016689,2
"443848","chr7","CAPZA2",116918632,1
"443863","chr7","ING3",120979925,1
"443893","chr7","POT1-AS1",124992290,1
"443894","chr7","ARF5",127591689,1
"443896","chr7","SND1",128092573,4
"443899","chr7","METTL2B",128502117,5
"443901","chr7","ATP6V1F",128865515,3
"443902","chr7","ATP6V1F",128865688,1
"443908","chr7","AHCYL2",129397440,1
"443909","chr7","STRIP2",129460561,1
"443910","chr7","STRIP2",129478222,1
"443911","chr7","STRIP2",129488386,1
"443912","chr7","KLHDC10",130135721,1
"443913","chr7",NA,131011854,1
"443914","chr7","MKLN1",131243030,5
"443916","chr7",NA,133035230,6
"443919","chr7",NA,133035544,1
"443922","chr7","STMP1",135674968,1
"443924","chr7","STMP1",135675152,9
"445945","chr7",NA,137514032,2
"454639","chr7",NA,137623984,1
"458917","chr7","RPL6P19",137758358,1
"459826","chr7",NA,139047352,2
"459828","chr7",NA,139064956,1
"459834","chr7","NDUFB2",140704967,3
"459840","chr7","SSBP1",141745532,5
"459842","chr7","SSBP1",141745583,2
"459843","chr7","SSBP1",141742230,1
"459844","chr7","SSBP1",141743637,3
"459860","chr7","TRB",142301328,1
"459912","chr7","TRB",142313420,4
"460005","chr7","TRB",142328659,1
"460022","chr7","TRB",142345739,2
"460056","chr7","TRB",142349585,3
"460073","chr7","TRB",142455633,2
"460233","chr7","TRB",142456197,1
"460234","chr7","TRB",142458377,10
"460248","chr7","TRB",142463157,1
"460263","chr7","TRB",142483017,5
"460268","chr7","TRB",142487922,1
"460278","chr7","TRB",142482595,1
"460332","chr7","TRB",142529620,1
"460367","chr7","TRB",142555283,1
"460369","chr7","TRB",142555207,1
"460410","chr7","TRB",142564124,2
"460419","chr7","TRB",142581424,3
"460420","chr7","TRB",142588347,1
"460422","chr7","TRB",142588782,1
"460442","chr7","TRB",142616281,3
"460465","chr7","TRB",142618054,1
"460468","chr7","TRB",142619053,4
"460531","chr7","TRB",142801241,1
"460560","chr7","TRB",142638627,1
"460582","chr7","TRB",142671241,1
"460620","chr7","TRB",142721017,1
"460680","chr7","TRB",142802211,2
"461082","chr7","TRB",142867419,1
"461141","chr7","GSTK1",143269071,3
"461145","chr7","TCAF2",143708055,2
"461154","chr7","TCAF2",143867195,1
"461155","chr7","TCAF2",143628836,2
"461159","chr7","TCAF2",143723343,1
"461160","chr7","CUL1",148801025,5
"461161","chr7","RNY4",148963398,1
"461162","chr7","ATP6V0E2",149880684,1
"461163","chr7","ATP6V0E2",149891481,1
"461169","chr7","GIMAP7",150521056,3
"461172","chr7","GIMAP7",150521029,2
"461175","chr7","GIMAP4",150573681,1
"461178","chr7","GIMAP2",150692417,1
"461179","chr7","GIMAP1-GIMAP5",150720302,1
"461180","chr7","GIMAP1-GIMAP5",150742717,1
"461182","chr7","GIMAP1-GIMAP5",150744063,2
"461183","chr7","GIMAP1-GIMAP5",150743661,3
"461185","chr7","SLC4A2",151066764,1
"461188","chr7",NA,151872612,1
"461209","chr7","PAXIP1-AS2",154946839,1
"461210","chr7","RBM33",155715019,1
"461229","chr7",NA,159017760,1
"461231","chr8","CLN8",1775189,1
"461232","chr8","CLN8",1782792,2
"461242","chr8","AGPAT5",6732739,1
"461244","chr8",NA,8927336,1
"461245","chr8",NA,8944845,1
"461246","chr8","TNKS",9777298,1
"461247","chr8","MSRA",10056222,1
"461248","chr8","SUB1P1",11790430,8
"461249","chr8","FDFT1",11839310,1
"461251","chr8",NA,12571897,1
"461252","chr8",NA,13160292,1
"461253","chr8",NA,18383562,1
"461254","chr8",NA,20463284,1
"461255","chr8",NA,21910861,1
"461256","chr8",NA,22219098,1
"461257","chr8","CCAR2",22607264,1
"461258","chr8","TNFRSF10A-DT",23230900,2
"461259","chr8",NA,23265665,1
"461260","chr8","SLC25A37",23574053,1
"461261","chr8","CDCA2",25459474,1
"461263","chr8","PTK2B",27396305,1
"461264","chr8","PTK2B",27459366,1
"461265","chr8","ELP3",28099934,1
"461266","chr8","ELP3",28190081,2
"461267","chr8","RPL5P22",28299912,1
"461268","chr8","LEPROTL1",30170187,1
"461270","chr8","LEPROTL1",30133408,1
"461271","chr8","LEPROTL1",30138211,2
"461272","chr8","LEPROTL1",30104472,1
"461274","chr8","LEPROTL1",30108084,1
"461275","chr8","LEPROTL1",30106801,1
"461279","chr8",NA,33502676,1
"461407","chr8","ERLIN2",37757379,1
"461408","chr8","LETM2",38393663,1
"461409","chr8","PLEKHA2",38973306,1
"461410","chr8","PLEKHA2",38973518,1
"461411","chr8",NA,42201665,1
"461412","chr8","IKBKB",42329293,1
"461415","chr8",NA,42800071,2
"461418","chr8","RPL10AP2",47157479,1
"461432","chr8","RPL10AP2",47157412,3
"461435","chr8","RPL10AP2",47157713,2
"461439","chr8","RPL10AP2",47157684,1
"461446","chr8","LOC100129667",53712944,1
"461450","chr8","CHCHD7",56217491,2
"461452","chr8",NA,56588777,2186
"461514","chr8","RPL37P6",56593691,2
"461887","chr8",NA,58596949,1
"461888","chr8","CHD7",60761516,1
"461889","chr8","LOC124901951",60901129,1
"461942","chr8","CLVS1",61203428,4
"461989","chr8","CLVS1",61203376,6
"462067","chr8","CLVS1",61268029,1
"462082","chr8",NA,66055148,2
"462083","chr8",NA,65982832,1
"462084","chr8","RRS1",66430733,2
"462086","chr8","CSPP1",67186397,3
"462087","chr8","ARFGEF1-DT",67436423,1
"462088","chr8","TPM4P3",69129994,1
"462094","chr8",NA,69132025,27
"462098","chr8","TERF1",73046435,2
"462101","chr8","RPSAP47",80559131,1
"462116","chr8","RPSAP47",80559256,1
"462117","chr8","RPSAP47",80558903,1
"462223","chr8",NA,81841360,2
"462224","chr8","RALYL",84197787,1
"462225","chr8",NA,86486139,1
"462226","chr8","CPNE3",86721555,1
"462227","chr8","DECR1",90029748,1
"462230","chr8",NA,94422619,1
"462231","chr8","VIRMA-DT",94594206,1
"462232","chr8","CFAP418-AS1",95433641,2
"462240","chr8","RPS23P1",97865197,1
"462274","chr8",NA,100709671,1
"462336","chr8","RPS26P6",100895913,1
"462344","chr8","RPS26P6",100933548,7
"462370","chr8","DCAF13",103442918,1
"462371","chr8","DCAF13",103421558,1
"462372","chr8","OXR1",106697118,1
"462373","chr8","EMC2",108471819,1
"462374","chr8","EMC2",108486898,2
"462402","chr8","ENY2",109343695,7
"462434","chr8","UTP23",116772219,1
"462435","chr8","MED30",117536373,1
"462436","chr8",NA,120813388,1
"462437","chr8","ZHX2",122781948,1
"462438","chr8","ZHX2",122901598,2
"462440","chr8","RNF139",124487300,1
"462451","chr8","NDUFB9",124549871,1
"462452","chr8","NSMCE2",125376373,6
"462453","chr8","NSMCE2",125182214,2
"462454","chr8","NSMCE2",125368160,1
"462455","chr8","LINC02964",125608759,1
"462456","chr8","LOC105375751",126794206,1
"462459","chr8","PVT1",127898341,1
"462460","chr8","PVT1",128099840,1
"462462","chr8","EFR3A",132013190,2
"462463","chr8",NA,133238791,1
"462481","chr8","ST13P6",133409098,1
"462485","chr8","ST13P6",133408183,1
"462488","chr8","LOC101928037",141382236,1
"462489","chr8","THEM6",142736916,1
"462494","chr8","MROH1",144176033,1
"462495","chr8","SCX",144268482,1
"462496","chr8",NA,144412668,1
"462497","chr8",NA,144792100,1
"462498","chr9","LOC124902110",3589134,1
"462499","chr9","LOC124902110",3546900,1
"462500","chr9",NA,3695879,1
"462537","chr9","RPL35AP20",6703903,2
"462540","chr9","KDM4C",6728051,2
"462544","chr9","KDM4C",6805748,1
"462545","chr9","KDM4C",6819093,1
"462546","chr9","KDM4C",6836153,3
"462548","chr9",NA,7477531,3
"462550","chr9","RPL18AP11",8713888,3
"462579","chr9","RPS26P3",9117892,3
"462655","chr9","CCDC171",15573936,1
"462657","chr9",NA,20414264,1
"462659","chr9","FOCAD",20789841,1
"462660","chr9","KHSRPP1",21699431,1
"462661","chr9","MTAP",21854701,1
"462662","chr9",NA,21968246,1
"462684","chr9","SMIM27",32553097,1
"462685","chr9","DNAJA1",33039080,5
"462686","chr9","DNAJA1",33028038,1
"462688","chr9","DNAJA1",33039231,1
"462689","chr9","DNAJA1",33038899,1
"462690","chr9","DNAJA1",33029966,19
"462695","chr9","CHMP5",33271223,1
"462696","chr9","CHMP5",33281109,4
"462697","chr9","CHMP5",33281186,1
"462720","chr9","ANXA2P2",33624989,1
"462737","chr9","ANXA2P2",33624961,1
"462763","chr9","ANXA2P2",33624897,1
"462788","chr9",NA,33659062,11
"462811","chr9","GALT",34650560,2
"462839","chr9","TESK1",35610019,2
"462840","chr9","NPR2",35800563,1
"462841","chr9","EBLN3P",37087844,4
"462842","chr9","ZCCHC7",37166928,1
"462843","chr9","ZCCHC7",37160372,3
"462844","chr9",NA,37472559,1
"462845","chr9","POLR1E",37503285,1
"462846","chr9","TRMT10B",37762622,2
"462848","chr9","PAICSP1",37880787,1
"462854","chr9","LOC105376041",38504233,2
"462855","chr9","LOC105376041",38504717,1
"462856","chr9","LOC105376041",38504386,1
"462858","chr9","LOC105376041",38504356,4
"462861","chr9","LOC105376042",38504356,4
"462862","chr9",NA,39562459,1
"462863","chr9",NA,40110724,2
"462867","chr9",NA,41044267,1
"462868","chr9","LOC124900272",41374121,2
"462869","chr9",NA,41538797,1
"462870","chr9",NA,42319099,1
"462871","chr9",NA,42607991,1
"462872","chr9",NA,42602962,2
"462874","chr9",NA,62325952,1
"462875","chr9","FGF7P6",62415460,1
"462876","chr9","FGF7P6",62410426,2
"462879","chr9",NA,63707961,1
"462880","chr9","ZNG1E",65682036,14
"462888","chr9","ZNG1E",65733994,6
"462898","chr9","ZNG1E",65682555,12
"462901","chr9","ZNG1E",65682805,1
"462913","chr9","BMS1P13",65831937,1
"462916","chr9","ZNF658",66910284,1
"462917","chr9","ZNF658",66921646,1
"462918","chr9","ZNG1C",68248076,14
"462926","chr9","ZNG1C",68299965,6
"462936","chr9","ZNG1C",68248595,12
"462939","chr9","ZNG1C",68248845,1
"462951","chr9","CFAP95",69858407,1
"462961","chr9","MAMDC2",70262896,1
"463039","chr9","RPL35AP21",71589977,13
"463041","chr9","RPL35AP21",71589643,2
"463043","chr9",NA,71772835,1
"463047","chr9","OSTF1",75117551,1
"463051","chr9","GCNT1",76398962,2
"463054","chr9","GCNT1",76398898,1
"463071","chr9","GCNT1",76398732,1
"463073","chr9","GCNT1",76465783,1
"463074","chr9","GCNT1",76504084,1
"463096","chr9","TLE4",79734995,1
"463097","chr9",NA,80278498,1
"463098","chr9","UBQLN1-AS1",83713484,1
"463099","chr9","RMI1",84001154,1
"463100","chr9","NAA35",85942224,1
"463101","chr9","CDC20P1",87011988,1
"463102","chr9","LOC112268032",87424052,1
"470322","chr9",NA,87717109,7
"470323","chr9",NA,87714300,4
"470327","chr9","CTSL",87731377,5
"472931","chr9","SPIN1",88663483,1
"472937","chr9","CKS2",89316716,10
"472947","chr9","LINC03062",89701989,1
"472951","chr9","LINC03062",89719463,1
"472961","chr9","FGD3",92975298,1
"472963","chr9","FGD3",93027838,1
"472964","chr9","CARD19",93113265,2
"472965","chr9","EIF4BP3",96147846,1
"472966","chr9",NA,97016045,1
"472967","chr9",NA,97923197,1
"472968","chr9","ANP32B",98015828,1
"472969","chr9","LOC124902227",98045840,1
"472980","chr9","SEC61B",99230551,2
"472988","chr9","RNF20",101552683,1
"472989","chr9",NA,103205911,3
"472990","chr9",NA,104142553,1
"472992","chr9","RAD23B",107306532,1
"472998","chr9","DNAJC25-GNG10",111670481,1
"472999","chr9","DNAJC25-GNG10",111670215,2
"473001","chr9","DNAJC25-GNG10",111669472,1
"473007","chr9","SLC31A2",113164138,4
"473008","chr9","PRPF4",113292773,3
"473009","chr9",NA,113340567,1
"473017","chr9","ORM2",114333251,4
"473020","chr9","LOC124902253",114391702,1
"473034","chr9","ATP6V1G1",114651562,5
"473036","chr9",NA,120602904,1
"473037","chr9","B3GALT9",120793618,1
"473038","chr9",NA,120879319,1
"473039","chr9","CNTRL",121075528,1
"473042","chr9","SKA2P1",122762233,1
"473043","chr9","SKA2P1",122762593,1
"473052","chr9",NA,124564111,1
"473053","chr9","WDR38",124858056,1
"473054","chr9","RABEPK",125233913,1
"473056","chr9","LOC101929014",125412765,1
"473057","chr9","HNRNPA1P15",125596982,1
"473058","chr9","PBX3",125755191,1
"473059","chr9","PBX3",125853126,1
"473060","chr9","BBLN",128163906,2
"473062","chr9","SWI5",128284585,3
"473063","chr9","COQ4",128334044,1
"473077","chr9","SLC27A4",128345218,1
"473093","chr9","SLC27A4",128342383,1
"473157","chr9","URM1",128389830,1
"473158","chr9","URM1",128390714,3
"473166","chr9","SET",128691216,2
"473176","chr9","MIGA2",129072083,2
"473177","chr9","DOLPP1",129090417,1
"473178","chr9","PTPA",129147786,3
"473179","chr9","LINC00963",129493593,1
"473180","chr9","NTMT1",129632775,2
"473182","chr9",NA,129637221,1
"473183","chr9",NA,129893631,3
"473190","chr9","RPL19P15",130652299,1
"473191","chr9","EXOSC2",130704240,2
"473192","chr9","PRRC2B",131488261,1
"473193","chr9","POMT1",131506164,1
"473194","chr9",NA,132406622,1
"473238","chr9","EEF1A1P5",133019728,5
"473239","chr9","EEF1A1P5",133020835,1
"473259","chr9","EEF1A1P5",133020670,1
"473279","chr9","EEF1A1P5",133020600,4
"473285","chr9","EEF1A1P5",133020141,2
"473335","chr9","EEF1A1P5",133020643,2
"473399","chr9","RPL7A",133351318,1
"473446","chr9","RPL7A",133349695,1
"473451","chr9","RPL7A",133351287,3
"473453","chr9","RPL7A",133350581,2
"473603","chr9","SURF2",133361170,1
"473604","chr9",NA,135973921,1
"473605","chr9","LOC107987142",136117943,1
"473606","chr9","PMPCA",136414637,1
"473607","chr9",NA,136448196,1
"473617","chr9","PHPT1",136878745,1
"473620","chr9","SSNA1",137190313,2
"473622","chr9","SSNA1",137190349,2
"473628","chr10",NA,5267268,1
"473638","chr10","FBH1",5911078,1
"473639","chr10","FBH1",5912378,1
"473640","chr10",NA,5953007,1
"473641","chr10","PFKFB3",6233405,1
"473642","chr10","PRKCQ-AS1",6584008,2
"473644","chr10",NA,6616430,2
"473649","chr10","ATP5F1C",7807017,1
"473650","chr10","TAF3",7977324,1
"473653","chr10","CELF2",11329256,3
"473655","chr10","DHTKD1",12121611,1
"473656","chr10","SEC61A2",12159700,1
"473659","chr10","OPTN",13133577,1
"473664","chr10","PRPF18",13588417,1
"473665","chr10",NA,14570143,2
"473667","chr10","HSPA14",14870629,1
"473668","chr10","HSPA14",14843422,1
"473669","chr10","HSPA14",14871663,1
"473673","chr10",NA,15105612,1
"473674","chr10","LOC105376431",15128445,1
"473675","chr10",NA,15889989,1
"473677","chr10","VIM",17229411,1
"473678","chr10","VIM",17229460,1
"473679","chr10","VIM",17237579,2
"473680","chr10","MRC1",17911163,1
"473681","chr10",NA,22083270,1
"473683","chr10","COMMD3-BMI1",22318158,1
"473685","chr10","COMMD3-BMI1",22320178,1
"473686","chr10","MSRB2",23121108,2
"473687","chr10","MSRB2",23121143,2
"473688","chr10","YWHAZP3",23137348,1
"473690","chr10","YWHAZP3",23137397,2
"473692","chr10","YWHAZP3",23139353,1
"473693","chr10","YWHAZP3",23138427,1
"473700","chr10","OTUD1",23442391,1
"473701","chr10",NA,27110921,1
"473702","chr10","MASTL",27154596,1
"473703","chr10","SVIL-AS1",29487880,1
"474021","chr10",NA,30028158,1
"474023","chr10","LOC105376478",30554606,1
"474024","chr10","LOC105376478",30536540,1
"474025","chr10",NA,30689989,1
"474026","chr10","LOC107984219",31928085,1
"474027","chr10",NA,32188735,1
"474028","chr10",NA,32334674,2
"474030","chr10","CREM",35216131,1
"474035","chr10","ZNF33A",38054589,1
"474036","chr10","ZNF33A",38030296,1
"474038","chr10","ZNF37A",38123844,1
"474039","chr10","CSGALNACT2",43185309,1
"474040","chr10",NA,43819004,1
"474041","chr10","LOC124902530",45005312,1
"474043","chr10","WASHC2C",45788263,1
"474044","chr10",NA,45839345,1
"474049","chr10","TIMM23",46003601,2
"474051","chr10","TIMM23",46003373,7
"474053","chr10","SYT15",46597100,1
"474055","chr10","LOC105378291",47224992,1
"474074","chr10","WASHC2A",50128813,1
"474075","chr10","WASHC2A",50127557,2
"474078","chr10","DYNC1I2P1",50267332,1
"474079","chr10","DYNC1I2P1",50266290,1
"474080","chr10","ASAH2B",50754829,2
"474089","chr10","ARID5B",62083729,1
"474090","chr10","ADO",62807323,1
"474091","chr10","ADO",62808462,1
"474092","chr10","NRBF2",63155010,2
"474118","chr10","HNRNPH3",68342243,6
"474119","chr10","HNRNPH3",68337304,1
"474120","chr10","HNRNPH3",68341252,1
"474121","chr10","HNRNPH3",68341681,1
"474154","chr10","DDX50",68906906,1
"474168","chr10","SRGN",69104819,3
"474175","chr10","HK1",69379950,1
"474176","chr10","HK1",69401870,2
"474177","chr10","MACROH2A2",70112260,1
"474179","chr10",NA,72062593,1
"474184","chr10","ANAPC16",72233741,5
"474204","chr10","DDIT4",72274901,1
"474205","chr10",NA,72302181,1
"474206","chr10","OIT3",72917877,2
"474207","chr10",NA,73005929,1
"474212","chr10","VCL",74120032,3
"474215","chr10","ADK",74708553,23
"474223","chr10",NA,77929843,1
"474241","chr10","RPS24",78040224,4
"474247","chr10","RPS24",78035696,5
"474275","chr10","RPS24",78059214,1
"474291","chr10","ZMIZ1",79287795,1
"474292","chr10","EIF5AL1",79512959,1
"474295","chr10","EIF5AL1",79513779,4
"474296","chr10",NA,79834727,1
"474297","chr10","RPL22P18",80126400,4
"474298","chr10",NA,80155812,1
"474333","chr10","PRXL2A",80432559,1
"474339","chr10","GHITM",84153037,1
"474343","chr10","GHITM",84153153,2
"474344","chr10",NA,84561260,427
"474348","chr10","RPS3AP5",84561161,1
"474394","chr10","RPS3AP5",84560832,1
"474463","chr10",NA,87351060,1
"474465","chr10","LIPN",88773426,1
"474466","chr10","LIPM",88820681,1
"474467","chr10",NA,88947290,1
"474468","chr10","IFIT3",89338903,1
"474476","chr10","RPP30",90942384,2
"474478","chr10","RPP30",90900966,2
"474482","chr10","PCGF5",91227926,1
"474488","chr10","KIF11",92639901,1
"474489","chr10",NA,93532137,1
"474585","chr10","RPL13AP5",96751530,1
"475508","chr10","RPL13AP5",96801796,1
"479774","chr10","PGAM1",97433376,2
"479787","chr10","PI4K2A",97676040,1
"479788","chr10",NA,98425988,1
"479789","chr10",NA,98444074,1
"479790","chr10",NA,98670953,1
"479791","chr10","ENTPD7",99659915,1
"479792","chr10","CUTC",99756119,2
"479793","chr10",NA,99775921,1
"479794","chr10","DPCD",101609664,1
"479795","chr10",NA,101846845,1
"479796","chr10","LOC124902492",101910360,1
"479797","chr10",NA,102107609,1
"479798","chr10",NA,102456281,1
"479799","chr10","C10orf95-AS1",102455746,3
"479801","chr10",NA,102479567,1
"479802","chr10","BORCS7-ASMT",102863365,7
"479804","chr10","SFR1",104125701,1
"479807","chr10","GSTO1",104267345,1
"479812","chr10","GSTO1",104277309,1
"479815","chr10","ADD3",110091745,1
"479816","chr10","LOC124902500",110866482,2
"479818","chr10","PDCD4",110881468,1
"479821","chr10","PDCD4",110898090,1
"479822","chr10","PDCD4",110876754,1
"479823","chr10","PDCD4",110885330,1
"479824","chr10","PDCD4",110898277,1
"479828","chr10","PDCD4",110899136,1
"479829","chr10","VTI1A",112815425,5
"479831","chr10",NA,115016297,1
"479835","chr10","TRUB1",114960021,1
"479839","chr10","DENND10",119137988,1
"479840","chr10",NA,119576693,1
"479842","chr10","INPP5F",119823590,1
"479843","chr10","SEC23IP",119915777,1
"479844","chr10","WDR11",120882233,1
"479845","chr10","BTBD16",122338155,1
"479847","chr10","ABRAXAS2",124836653,1
"479848","chr10","LINC01163",128310679,1
"479849","chr10","GLRX3",130179591,6
"479850","chr10","GLRX3",130160853,2
"479851","chr10","GLRX3",130160031,1
"479852","chr10","PPP2R2D",131913012,1
"479853","chr10","PPP2R2D",131973242,1
"479854","chr10",NA,133144508,1
"479855","chr10",NA,133778781,1
"479856","chr11",NA,204111,1
"479859","chr11","PSMD13",237884,1
"479860","chr11",NA,286400,1
"479873","chr11","IFITM2",309303,1
"479875","chr11","IFITM2",309059,1
"479882","chr11",NA,315251,116
"479884","chr11","IFITM1",315055,1
"479933","chr11","TALDO1",756005,1
"479968","chr11","RPLP2",812890,4
"480140","chr11","RPLP2",963449,1
"480254","chr11","PNPLA2",825229,1
"480255","chr11","CD151",836121,1
"480256","chr11","CD151",836154,1
"480257","chr11","AP2A2",1010933,1
"480258","chr11","LOC124902610",1802805,5
"480261","chr11","LSP1",1880139,2
"480267","chr11","LSP1",1886845,1
"480268","chr11","TSSC4",2402781,1
"480269","chr11",NA,3532198,2
"480271","chr11","STIM1",3935768,1
"480272","chr11",NA,4410907,1
"480274","chr11","TRIM22",5710746,2
"480276","chr11",NA,5719035,1
"480277","chr11",NA,6708126,1
"480335","chr11","RPL27A",8683269,2
"480373","chr11","RPL27A",8686008,2
"480427","chr11","RPL23AP65",9619648,1
"480458","chr11",NA,9621419,1
"482919","chr11","CTR9",10755345,1
"482920","chr11","MICAL2",12197780,7
"482922","chr11","SPON1",14141821,1
"482926","chr11","C11orf58",16755243,2
"482930","chr11",NA,17077242,1
"482931","chr11","NUCB2",17283633,1
"482935","chr11","GLTPP1",18191258,3
"482937","chr11","ST13P5",18263492,5
"482942","chr11","ST13P5",18263355,3
"482943","chr11",NA,18322430,1
"482957","chr11","LDHA",18407445,10
"482963","chr11","LDHC",18415395,1
"482964","chr11","LDHC",18451231,2
"482969","chr11","SRSF3P1",18665902,1
"482975","chr11","SRSF3P1",18666446,1
"482976","chr11","HTATIP2",20376637,1
"482977","chr11","HTATIP2",20367625,1
"482978","chr11","HTATIP2",20367264,1
"482979","chr11","LOC102723370",21843211,1
"482980","chr11","RPL37AP7",27484167,3
"483022","chr11","ARL14EP",30336782,2
"483023","chr11","ELP4",31627195,1
"483024","chr11","EIF3M",32641050,1
"483025","chr11","EIF3M",32589577,1
"483026","chr11","CAT",34471649,2
"483027","chr11","CD44",35176738,1
"483028","chr11",NA,35306306,1
"483029","chr11","RPL18P8",39161963,1
"483032","chr11","CD82",44619782,2
"483033","chr11","DDB2",47221239,1
"483035","chr11","DDB2",47232849,1
"483037","chr11",NA,48207170,1
"483038","chr11",NA,57332459,1
"483039","chr11","ZDHHC5",57700351,1
"483040","chr11","ZDHHC5",57701053,1
"483041","chr11","TMX2-CTNND1",57741707,1
"483043","chr11","FAM111B",59128503,1
"483044","chr11","FAM111A",59149604,1
"483045","chr11","FAM111A",59148933,1
"483048","chr11","CD6",60971901,1
"483049","chr11","CD6",61020361,2
"483054","chr11","CD5",61119540,1
"483056","chr11","CD5",61126719,2
"483061","chr11",NA,61300223,1
"483137","chr11","INCENP",62124406,1
"483141","chr11",NA,62566972,6
"483144","chr11",NA,62571102,3
"483146","chr11",NA,62593441,1
"483147","chr11",NA,62652337,1
"483148","chr11",NA,62653777,2
"483149","chr11","CSKMT",62665698,1
"483157","chr11","TAF6L",62787320,1
"483159","chr11","SLC3A2",62888848,2
"483165","chr11","PLAAT4",63546245,2
"483166","chr11","PLAAT4",63546350,1
"483206","chr11","OTUB1",63997576,1
"483210","chr11","OTUB1",63997551,1
"483212","chr11","STIP1",64204581,2
"483213","chr11","VEGFB",64238776,1
"483214","chr11","PPP1R14B-AS1",64248198,3
"483217","chr11","PRDX5",64321828,1
"483221","chr11",NA,64764924,1
"483222","chr11",NA,64803919,1
"483223","chr11","ARL2-SNX15",65025387,1
"483224","chr11","ARL2-SNX15",65040560,1
"483225","chr11","VPS51",65111693,1
"483231","chr11","CAPN1",65210454,1
"483233","chr11","MALAT1",65500119,2
"483235","chr11","MALAT1",65500559,1
"483240","chr11","MALAT1",65499241,3
"483243","chr11","MALAT1",65499267,3
"483246","chr11","MALAT1",65502917,1
"483249","chr11","MALAT1",65501495,1
"483250","chr11","MALAT1",65504228,1
"483251","chr11","ZNRD2",65571781,4
"483252","chr11","ZNRD2",65571748,2
"483253","chr11","ZNRD2",65571709,1
"483254","chr11",NA,65855214,2
"483255","chr11",NA,65855255,1
"483265","chr11","DRAP1",65921570,2
"483278","chr11","SF3B2",66058868,1
"483279","chr11","PACS1",66106290,3
"483280","chr11","RAB1B",66270770,1
"483281","chr11","DPP3",66492909,1
"483282","chr11","DPP3",66488898,1
"483283","chr11","RBM14-RBM4",66644144,1
"483284","chr11","RBM14-RBM4",66646480,1
"483286","chr11","GRK2",67282361,2
"483288","chr11","GRK2",67286537,2
"483289","chr11","RPS6KB2",67435016,1
"483295","chr11","GSTP1",67587017,1
"483296","chr11","NDUFV1",67607075,1
"483303","chr11","PPP6R3",68463372,2
"483304","chr11","PPP6R3",68522249,1
"483306","chr11","DHCR7-DT",71451928,1
"483311","chr11","LRTOMT",72095582,1
"483312","chr11","INPPL1",72239116,1
"483313","chr11",NA,73510809,3
"483314","chr11",NA,73676294,1
"483318","chr11","PAAF1",73919106,1
"483324","chr11","PPME1",74254714,1
"483333","chr11","SPCS2",74949399,2
"483340","chr11","SPCS2",74977616,2
"483354","chr11","NEU3",75008539,1
"483401","chr11","RPS3",75402429,1
"483445","chr11","RPS3",75405702,2
"483458","chr11","RPS3",75401732,2
"483475","chr11","AAMDC",77872368,1
"483476","chr11","AAMDC",77872332,3
"483477","chr11","AAMDC",77918523,1
"483825","chr11","RPS28P7",82784729,1
"483851","chr11","RPS28P7",82689726,1
"484371","chr11","RPS28P7",82689953,3
"485084","chr11",NA,82930211,1
"485085","chr11","RAB30-DT",83077789,1
"485097","chr11","ANKRD42",83213475,3
"485107","chr11","HIKESHI",86345600,1
"485108","chr11",NA,87026449,1
"485110","chr11","SRP14P2",93535778,5
"485112","chr11","C11orf54",93761938,2
"485113","chr11","ST13P11",94914406,2
"485114","chr11","CEP57",95822053,1
"485115","chr11","CEP57",95793548,2
"485116","chr11","CEP57",95832214,1
"485117","chr11","BIRC3",102319923,2
"485119","chr11","BIRC2",102348666,3
"485124","chr11","BIRC2",102378645,1
"485125","chr11",NA,104968581,1
"485126","chr11","AASDHPPT",106098676,2
"485127","chr11",NA,106826233,6
"485205","chr11","RPLP2P3",107908578,1
"485459","chr11","RPLP2P3",107908698,2
"485791","chr11","LOC124902752",110331437,1
"485792","chr11","LOC124902752",110406793,1
"485793","chr11","CFAP68",111884053,2
"485794","chr11","DIXDC1",112022566,1
